unix,date,symbol,open,high,low,close,Volume BNB,Volume USDT,tradecount
1599390000000,2020-09-06 11:00:00,BNB/USDT,22.2263,22.7908,22.1014,22.2782,478661.27,10731767.38,18969
1599393600000,2020-09-06 12:00:00,BNB/USDT,22.2865,22.54,22.0606,22.2746,343332.58,7642005.809,14202
1599397200000,2020-09-06 13:00:00,BNB/USDT,22.2729,22.3897,21.8,22.2657,311780.89,6892681.712,13230
1599400800000,2020-09-06 14:00:00,BNB/USDT,22.2753,22.7157,22.0178,22.7156,355422.19,7932209.683,14377
1599404400000,2020-09-06 15:00:00,BNB/USDT,22.7153,22.9542,22.208,22.5926,533891.17,12080828.51,20033
1599408000000,2020-09-06 16:00:00,BNB/USDT,22.5923,23.2222,22.24,23.1472,389536.07,8893185.208,17532
1599411600000,2020-09-06 17:00:00,BNB/USDT,23.1472,23.1729,22.7804,22.8166,183580.32,4213949.397,9299
1599415200000,2020-09-06 18:00:00,BNB/USDT,22.831,23.2726,22.6509,23.26,143509.16,3294878.55,8528
1599418800000,2020-09-06 19:00:00,BNB/USDT,23.2599,23.28,22.8757,23.1791,134195.63,3097601.627,9861
1599422400000,2020-09-06 20:00:00,BNB/USDT,23.1791,23.22,22.5509,22.6464,162572.65,3708018.587,8532
1599426000000,2020-09-06 21:00:00,BNB/USDT,22.6479,23.3911,22.6475,23.3664,135671.53,3135625.423,9281
1599429600000,2020-09-06 22:00:00,BNB/USDT,23.3699,23.4418,22.7602,23.0439,177040.91,4083034.561,11106
1599433200000,2020-09-06 23:00:00,BNB/USDT,23.0529,23.3471,22.9327,23.142,111897.37,2586725.857,7639
1599436800000,2020-09-07 0:00:00,BNB/USDT,23.1612,23.5545,23.09,23.151,199445.73,4650799.109,10420
1599440400000,2020-09-07 1:00:00,BNB/USDT,23.1494,23.159,22.7585,23.11,134383.62,3085045.57,8504
1599444000000,2020-09-07 2:00:00,BNB/USDT,23.1101,23.1101,22.01,22.1971,481172.65,10771212.77,18522
1599447600000,2020-09-07 3:00:00,BNB/USDT,22.1982,22.4999,22.0189,22.3377,193789.5,4323379.161,9018
1599451200000,2020-09-07 4:00:00,BNB/USDT,22.3363,22.6428,22.1122,22.1444,165357.53,3698529.557,8998
1599454800000,2020-09-07 5:00:00,BNB/USDT,22.1469,22.2798,21.5755,21.6334,284881.33,6263475.746,12423
1599458400000,2020-09-07 6:00:00,BNB/USDT,21.6334,22.25,21.286,21.8822,433772.22,9453927.697,17695
1599462000000,2020-09-07 7:00:00,BNB/USDT,21.8723,22.3722,21.746,22.0203,169722.86,3752378.351,8986
1599465600000,2020-09-07 8:00:00,BNB/USDT,22.0275,22.47,21.9649,22.1928,152457.11,3396572.228,7789
1599469200000,2020-09-07 9:00:00,BNB/USDT,22.1971,22.574,22.05,22.1103,186397.95,4159120.921,10233
1599472800000,2020-09-07 10:00:00,BNB/USDT,22.1174,22.2588,21.7429,21.7555,165151.05,3626589.214,8310
1599476400000,2020-09-07 11:00:00,BNB/USDT,21.7731,21.96,21.1,21.4351,384592.58,8257541.878,16609
1599480000000,2020-09-07 12:00:00,BNB/USDT,21.4478,21.6717,20.0384,20.6738,611822.02,12654802.98,25339
1599483600000,2020-09-07 13:00:00,BNB/USDT,20.68,21.6433,20,21.4716,549634.11,11598702.9,20130
1599487200000,2020-09-07 14:00:00,BNB/USDT,21.481,21.847,21.229,21.27,317362.38,6823665.131,12809
1599490800000,2020-09-07 15:00:00,BNB/USDT,21.289,21.987,21.1647,21.8211,218595.12,4732164.784,11728
1599494400000,2020-09-07 16:00:00,BNB/USDT,21.821,22,21.6643,21.7923,181765.8,3966692.892,9251
1599498000000,2020-09-07 17:00:00,BNB/USDT,21.8071,21.838,21.5284,21.656,87580.85,1897303.64,6598
1599501600000,2020-09-07 18:00:00,BNB/USDT,21.667,21.8108,21.3873,21.5341,96562.25,2082370.048,6777
1599505200000,2020-09-07 19:00:00,BNB/USDT,21.5471,21.8296,21.5,21.5738,61153.96,1324984.203,5257
1599508800000,2020-09-07 20:00:00,BNB/USDT,21.5734,21.8396,21.4026,21.7919,63043.06,1361586.645,4656
1599512400000,2020-09-07 21:00:00,BNB/USDT,21.792,21.9,21.707,21.7714,56052.76,1223590.149,4872
1599516000000,2020-09-07 22:00:00,BNB/USDT,21.7714,22.41,21.7655,22.1739,165260.77,3662214.034,9113
1599519600000,2020-09-07 23:00:00,BNB/USDT,22.1739,22.461,22.0809,22.4426,94265.7,2095288.685,6007
1599523200000,2020-09-08 0:00:00,BNB/USDT,22.4428,22.6,22.1567,22.5243,260967.26,5835801.433,11457
1599526800000,2020-09-08 1:00:00,BNB/USDT,22.5206,22.7819,22.2433,22.366,267472.51,6013627.629,10457
1599530400000,2020-09-08 2:00:00,BNB/USDT,22.3684,23.125,22.3288,22.7806,281494.32,6398618.411,11467
1599534000000,2020-09-08 3:00:00,BNB/USDT,22.7701,22.8997,22.411,22.4594,171349.24,3873117.854,10614
1599537600000,2020-09-08 4:00:00,BNB/USDT,22.4598,22.7555,22.2266,22.3784,224976.26,5055262.634,11572
1599541200000,2020-09-08 5:00:00,BNB/USDT,22.3875,22.4369,22.2201,22.2805,131063.02,2926734.496,8350
1599544800000,2020-09-08 6:00:00,BNB/USDT,22.28,22.7,22.1148,22.6364,235555.69,5280898.222,11198
1599548400000,2020-09-08 7:00:00,BNB/USDT,22.6526,22.6993,22.2682,22.5888,146101.4,3282814.277,10032
1599552000000,2020-09-08 8:00:00,BNB/USDT,22.5944,22.7551,22.0564,22.1876,186280.54,4169289.152,13128
1599555600000,2020-09-08 9:00:00,BNB/USDT,22.1923,22.2999,21.7942,21.7942,232049.22,5125159.387,12227
1599559200000,2020-09-08 10:00:00,BNB/USDT,21.8049,22.0221,21.65,22.0138,208880.48,4563910.182,12118
1599562800000,2020-09-08 11:00:00,BNB/USDT,22.0125,22.1076,21.2739,21.4936,254352.95,5488455.528,12230
1599566400000,2020-09-08 12:00:00,BNB/USDT,21.5034,21.9862,21.274,21.9231,268468.99,5820927.422,13951
1599570000000,2020-09-08 13:00:00,BNB/USDT,21.9344,22.1597,21.6969,21.9804,229352.73,5026087.366,14830
1599573600000,2020-09-08 14:00:00,BNB/USDT,21.9626,23.1525,21.8593,22.8676,458045.14,10395678.86,23068
1599577200000,2020-09-08 15:00:00,BNB/USDT,22.8522,23.2157,22.7418,23.1856,199681.06,4577204.165,11962
1599580800000,2020-09-08 16:00:00,BNB/USDT,23.1866,23.42,23,23.2066,220835.6,5136994.324,12912
1599584400000,2020-09-08 17:00:00,BNB/USDT,23.2253,23.2412,22.6,23.0962,181847.96,4191171.696,10644
1599588000000,2020-09-08 18:00:00,BNB/USDT,23.093,23.1467,22.15,22.5199,192026.63,4333680.93,12103
1599591600000,2020-09-08 19:00:00,BNB/USDT,22.52,22.8593,22.292,22.3192,176029.91,3967375.423,13988
1599595200000,2020-09-08 20:00:00,BNB/USDT,22.3193,22.6791,22.2511,22.4538,92539.99,2081220.773,7353
1599598800000,2020-09-08 21:00:00,BNB/USDT,22.4538,22.7798,22.1798,22.6949,96948.39,2174482.345,8557
1599602400000,2020-09-08 22:00:00,BNB/USDT,22.693,22.9127,22.001,22.8163,247825.77,5562500.393,17332
1599606000000,2020-09-08 23:00:00,BNB/USDT,22.7801,23.2837,22.6335,23.2837,194418.92,4460362.229,10763
1599609600000,2020-09-09 0:00:00,BNB/USDT,23.2745,24.0487,23.0627,23.6306,540448.54,12788370.28,22847
1599613200000,2020-09-09 1:00:00,BNB/USDT,23.6321,23.7321,23.1,23.4002,251561.42,5897177.264,12480
1599616800000,2020-09-09 2:00:00,BNB/USDT,23.4068,23.4719,22.6335,22.6512,185656.16,4268640.171,10988
1599620400000,2020-09-09 3:00:00,BNB/USDT,22.6789,22.9911,22.4139,22.9686,177466.17,4038359.397,9477
1599624000000,2020-09-09 4:00:00,BNB/USDT,22.9603,23.2,22.69,23.1448,119494.79,2744294.853,6821
1599627600000,2020-09-09 5:00:00,BNB/USDT,23.1466,23.4287,22.98,23.4236,166758.27,3873954.953,8021
1599631200000,2020-09-09 6:00:00,BNB/USDT,23.4292,23.65,23.1428,23.5604,223983.82,5242365.908,10575
1599634800000,2020-09-09 7:00:00,BNB/USDT,23.5452,24.03,23.5452,23.9291,186330.66,4437895.448,10405
1599638400000,2020-09-09 8:00:00,BNB/USDT,23.9335,23.9973,23.5339,23.6981,147436,3498939.924,8607
1599642000000,2020-09-09 9:00:00,BNB/USDT,23.701,23.7815,23.45,23.5601,165728.94,3915770.952,8657
1599645600000,2020-09-09 10:00:00,BNB/USDT,23.5686,23.7069,23.3401,23.4961,125845.13,2957652.362,8480
1599649200000,2020-09-09 11:00:00,BNB/USDT,23.4956,23.7372,23.4616,23.6386,135962.73,3208742.49,8476
1599652800000,2020-09-09 12:00:00,BNB/USDT,23.6385,23.68,23.2012,23.4164,118502.18,2775686.483,8520
1599656400000,2020-09-09 13:00:00,BNB/USDT,23.4316,23.7575,23.3258,23.3933,158606.14,3739762.507,9950
1599660000000,2020-09-09 14:00:00,BNB/USDT,23.3886,23.55,23.1601,23.3677,145836.77,3413291.515,10137
1599663600000,2020-09-09 15:00:00,BNB/USDT,23.3611,23.85,23.3536,23.5698,188125.8,4442232.963,11468
1599667200000,2020-09-09 16:00:00,BNB/USDT,23.569,24.39,23.5499,24.1881,317470.92,7642080.092,18886
1599670800000,2020-09-09 17:00:00,BNB/USDT,24.2037,24.2093,23.751,23.9058,116627.53,2789965.887,8290
1599674400000,2020-09-09 18:00:00,BNB/USDT,23.9102,24.1,23.8069,24.0448,92008.95,2205676.629,6683
1599678000000,2020-09-09 19:00:00,BNB/USDT,24.0495,24.2959,23.935,23.9729,78043.37,1880709.207,7150
1599681600000,2020-09-09 20:00:00,BNB/USDT,23.9747,24.1297,23.8738,24.0143,57044.1,1369265.482,5587
1599685200000,2020-09-09 21:00:00,BNB/USDT,24.0143,24.3153,23.897,24.2462,80606.57,1944375.602,6620
1599688800000,2020-09-09 22:00:00,BNB/USDT,24.2462,24.52,24.1076,24.412,101564.48,2472126.329,7377
1599692400000,2020-09-09 23:00:00,BNB/USDT,24.4172,24.5201,24.101,24.4716,135343.07,3294341.661,8394
1599696000000,2020-09-10 0:00:00,BNB/USDT,24.4847,24.8506,24.2551,24.7502,224472.11,5517046.213,13437
1599699600000,2020-09-10 1:00:00,BNB/USDT,24.7541,24.7796,24.4,24.5607,205168.48,5048149.211,10918
1599703200000,2020-09-10 2:00:00,BNB/USDT,24.5669,24.8989,24.2,24.5616,254969.5,6287492.086,12928
1599706800000,2020-09-10 3:00:00,BNB/USDT,24.5614,24.6744,24.3,24.3269,173250.9,4250620.91,8104
1599710400000,2020-09-10 4:00:00,BNB/USDT,24.3247,24.5698,24.3074,24.362,133579.53,3264103.919,8266
1599714000000,2020-09-10 5:00:00,BNB/USDT,24.3624,24.3948,24.0568,24.2635,162561.6,3936476.219,9581
1599717600000,2020-09-10 6:00:00,BNB/USDT,24.2632,24.4615,24.1601,24.1655,95863.56,2329467.632,8117
1599721200000,2020-09-10 7:00:00,BNB/USDT,24.1717,24.45,24.1,24.2554,103205.87,2502578.435,8061
1599724800000,2020-09-10 8:00:00,BNB/USDT,24.2554,24.6114,24.1076,24.4999,244317.12,5962908.964,9284
1599728400000,2020-09-10 9:00:00,BNB/USDT,24.5051,24.95,24.4064,24.8163,181048.52,4478035.17,11757
1599732000000,2020-09-10 10:00:00,BNB/USDT,24.8224,25.2,24.7172,24.8195,203365.02,5074991.253,11472
1599735600000,2020-09-10 11:00:00,BNB/USDT,24.8195,25.2,24.5714,25.0772,120393.28,3000228.304,8601
1599739200000,2020-09-10 12:00:00,BNB/USDT,25.0729,25.4335,25.0592,25.1581,196746.09,4970610.857,13165
1599742800000,2020-09-10 13:00:00,BNB/USDT,25.1659,25.5536,25.05,25.4299,275586.43,6997998.268,14325
1599746400000,2020-09-10 14:00:00,BNB/USDT,25.4297,25.67,24.8819,24.9276,267134.01,6753968.626,16038
1599750000000,2020-09-10 15:00:00,BNB/USDT,24.9216,25.1599,24.72,25.1213,180137.88,4501720.926,12545
1599753600000,2020-09-10 16:00:00,BNB/USDT,25.1179,25.362,24.5577,24.6613,337056.74,8401131.183,19338
1599757200000,2020-09-10 17:00:00,BNB/USDT,24.6628,25.2448,24.5578,25.009,263911.58,6585382.679,14949
1599760800000,2020-09-10 18:00:00,BNB/USDT,25.009,25.0112,24.292,24.4243,187986.01,4618365.685,13412
1599764400000,2020-09-10 19:00:00,BNB/USDT,24.4287,24.6314,24.2893,24.4417,96069.26,2349752.679,9171
1599768000000,2020-09-10 20:00:00,BNB/USDT,24.4488,24.6686,24.3333,24.4302,68104.41,1668466.165,7694
1599771600000,2020-09-10 21:00:00,BNB/USDT,24.4313,24.68,24.3449,24.6365,49206.77,1205630.435,5343
1599775200000,2020-09-10 22:00:00,BNB/USDT,24.638,24.6532,24.4008,24.4395,49937.94,1223365.621,4566
1599778800000,2020-09-10 23:00:00,BNB/USDT,24.4394,24.5691,24.1974,24.5489,125254.94,3049522.372,8728
1599782400000,2020-09-11 0:00:00,BNB/USDT,24.5579,24.5579,24.0011,24.1983,208579.8,5052465.082,12102
1599786000000,2020-09-11 1:00:00,BNB/USDT,24.1986,24.221,23.5977,23.6999,173423.77,4144364.421,10773
1599789600000,2020-09-11 2:00:00,BNB/USDT,23.7,23.8062,23.2595,23.4158,172601.78,4060958.12,11382
1599793200000,2020-09-11 3:00:00,BNB/USDT,23.4158,23.6373,23.11,23.1324,146466.04,3423278.978,11084
1599796800000,2020-09-11 4:00:00,BNB/USDT,23.1384,23.5036,23.0677,23.3155,143842.73,3351492.698,10399
1599800400000,2020-09-11 5:00:00,BNB/USDT,23.3156,23.7105,23.2337,23.6225,97860.66,2296722.295,8714
1599804000000,2020-09-11 6:00:00,BNB/USDT,23.6175,23.8891,23.4322,23.758,86810.82,2051534.267,8300
1599807600000,2020-09-11 7:00:00,BNB/USDT,23.7595,23.9468,23.6247,23.7781,84861.96,2018474.172,6332
1599811200000,2020-09-11 8:00:00,BNB/USDT,23.7889,23.98,23.6799,23.7294,96670.18,2303930.756,7307
1599814800000,2020-09-11 9:00:00,BNB/USDT,23.7291,23.95,23.5734,23.6946,115392.95,2742374.786,9574
1599818400000,2020-09-11 10:00:00,BNB/USDT,23.7,23.7935,23.5,23.6258,48063.67,1134955.753,4577
1599822000000,2020-09-11 11:00:00,BNB/USDT,23.6275,23.6675,23.2727,23.34,87112.81,2042876.179,6367
1599825600000,2020-09-11 12:00:00,BNB/USDT,23.3318,23.6991,23.3318,23.6988,58223.65,1368856.84,5339
1599829200000,2020-09-11 13:00:00,BNB/USDT,23.6988,24.4586,23.5835,24.295,248058.96,5990757.223,19787
1599832800000,2020-09-11 14:00:00,BNB/USDT,24.295,24.45,24.05,24.45,121831.77,2952593.881,10224
1599836400000,2020-09-11 15:00:00,BNB/USDT,24.4499,24.5987,24.1857,24.2628,118953.84,2900099.681,9329
1599840000000,2020-09-11 16:00:00,BNB/USDT,24.2627,24.5317,24.164,24.4376,129794.81,3164188.641,7744
1599843600000,2020-09-11 17:00:00,BNB/USDT,24.4348,24.6,24.2,24.5888,129354.54,3156235.635,5780
1599847200000,2020-09-11 18:00:00,BNB/USDT,24.5905,24.8931,24.5717,24.8438,201352.85,4986458.972,11105
1599850800000,2020-09-11 19:00:00,BNB/USDT,24.84,24.9264,24.69,24.7874,117013.39,2901030.587,6434
1599854400000,2020-09-11 20:00:00,BNB/USDT,24.7925,25.1899,24.7,25.1725,144590.5,3608424.033,9029
1599858000000,2020-09-11 21:00:00,BNB/USDT,25.1725,25.25,24.9587,25.1632,160468.4,4027319.685,6879
1599861600000,2020-09-11 22:00:00,BNB/USDT,25.173,25.6,25.1624,25.5679,348087.14,8851272.751,10928
1599865200000,2020-09-11 23:00:00,BNB/USDT,25.5712,25.6969,25.1993,25.399,383188.05,9745969.173,11547
1599868800000,2020-09-12 0:00:00,BNB/USDT,25.4,26.35,25.3575,25.8379,629394.28,16331606.9,28027
1599872400000,2020-09-12 1:00:00,BNB/USDT,25.8384,26.231,25.6602,26.1706,331763.27,8592906.245,15078
1599876000000,2020-09-12 2:00:00,BNB/USDT,26.155,26.5695,25.8232,26.4192,442697.73,11616711.88,25633
1599879600000,2020-09-12 3:00:00,BNB/USDT,26.4262,26.6552,26.2188,26.5972,363262.83,9626077.618,16872
1599883200000,2020-09-12 4:00:00,BNB/USDT,26.6012,26.8679,26.1727,26.2602,355186.13,9429296.248,17628
1599886800000,2020-09-12 5:00:00,BNB/USDT,26.2608,26.6593,25.976,26.4295,330958.96,8712033.025,16534
1599890400000,2020-09-12 6:00:00,BNB/USDT,26.4278,26.5653,26.2021,26.2293,164468.56,4342915.152,9246
1599894000000,2020-09-12 7:00:00,BNB/USDT,26.2288,26.7628,26.0624,26.6568,266904.55,7032663.032,14588
1599897600000,2020-09-12 8:00:00,BNB/USDT,26.6563,26.8678,26.2628,26.7984,257678.36,6837306.986,14784
1599901200000,2020-09-12 9:00:00,BNB/USDT,26.7982,27.6,26.7259,27.56,557481.62,15194790.28,29774
1599904800000,2020-09-12 10:00:00,BNB/USDT,27.5677,27.9995,27.255,27.3421,385889.48,10645582.99,22878
1599908400000,2020-09-12 11:00:00,BNB/USDT,27.3497,27.7597,27.3283,27.6406,281855.27,7752842.52,16718
1599912000000,2020-09-12 12:00:00,BNB/USDT,27.6406,27.75,26.7,26.9149,381136.7,10391590.16,20522
1599915600000,2020-09-12 13:00:00,BNB/USDT,26.9148,27.2494,26.6755,26.9964,231454.34,6232600.603,13935
1599919200000,2020-09-12 14:00:00,BNB/USDT,26.9964,27.6419,26.9802,27.5969,287352.93,7874712.596,15883
1599922800000,2020-09-12 15:00:00,BNB/USDT,27.5978,27.6656,27.3815,27.5058,209198.88,5755340.848,10234
1599926400000,2020-09-12 16:00:00,BNB/USDT,27.5146,27.5257,27.0619,27.2571,153064.9,4167754.818,10840
1599930000000,2020-09-12 17:00:00,BNB/USDT,27.2571,27.2888,26.9102,27.2498,116704.04,3162984.112,8569
1599933600000,2020-09-12 18:00:00,BNB/USDT,27.2497,27.8,27.1668,27.6149,172376,4727100.275,13535
1599937200000,2020-09-12 19:00:00,BNB/USDT,27.6085,27.6999,27.4309,27.655,71242.43,1964545.985,7113
1599940800000,2020-09-12 20:00:00,BNB/USDT,27.665,28,27.565,27.6957,160133.63,4454900.534,12068
1599944400000,2020-09-12 21:00:00,BNB/USDT,27.6949,28.528,27.5701,28.528,165121.21,4652578.978,12362
1599948000000,2020-09-12 22:00:00,BNB/USDT,28.528,28.5305,28.0253,28.2436,113995.53,3212640.029,8646
1599951600000,2020-09-12 23:00:00,BNB/USDT,28.2375,28.527,28.0816,28.505,109358.2,3095725.136,8141
1599955200000,2020-09-13 0:00:00,BNB/USDT,28.5044,29.5,28.12,29.2047,500590.39,14461838.44,24337
1599958800000,2020-09-13 1:00:00,BNB/USDT,29.2169,30.1253,28.9001,29.9871,463927.05,13697655.94,24639
1599962400000,2020-09-13 2:00:00,BNB/USDT,29.9999,30.28,29.49,29.9623,413677.85,12365543.49,22400
1599966000000,2020-09-13 3:00:00,BNB/USDT,29.9661,32.1,29.9242,31.3748,1059712.58,33112877.06,48457
1599969600000,2020-09-13 4:00:00,BNB/USDT,31.3748,31.5173,30.6225,30.6999,473704.5,14707959.17,27213
1599973200000,2020-09-13 5:00:00,BNB/USDT,30.6998,31.11,30.2738,30.856,304274.82,9352183.608,17706
1599976800000,2020-09-13 6:00:00,BNB/USDT,30.868,31.2342,30.4146,30.5124,256895.22,7925347.387,14163
1599980400000,2020-09-13 7:00:00,BNB/USDT,30.5133,31.6093,30.5133,31.243,346965.99,10805998.13,19313
1599984000000,2020-09-13 8:00:00,BNB/USDT,31.235,31.8369,30.8348,31.8097,338340.28,10585988.75,19636
1599987600000,2020-09-13 9:00:00,BNB/USDT,31.8089,32.4401,31.43,31.6564,583072.45,18601377.32,30365
1599991200000,2020-09-13 10:00:00,BNB/USDT,31.6563,31.6563,30.5242,30.8522,526404.41,16337871.86,27425
1599994800000,2020-09-13 11:00:00,BNB/USDT,30.8644,31.2523,27.61,29.1989,859915.98,25530238.2,38350
1599998400000,2020-09-13 12:00:00,BNB/USDT,29.1938,30,28.8954,29.5186,601406.34,17760180.14,31805
1600002000000,2020-09-13 13:00:00,BNB/USDT,29.5197,31.1685,29.25,30.8976,474206.23,14294826.94,23582
1600005600000,2020-09-13 14:00:00,BNB/USDT,30.9099,31.171,29.9234,30.3131,488205.07,14897362.31,29164
1600009200000,2020-09-13 15:00:00,BNB/USDT,30.3174,30.8084,29.5289,29.7802,465472.34,14093127.94,27530
1600012800000,2020-09-13 16:00:00,BNB/USDT,29.7827,30.6651,29,30.4473,694232.85,20777006.58,34522
1600016400000,2020-09-13 17:00:00,BNB/USDT,30.4585,30.5206,29.7363,30.2595,317344.09,9570797.981,19250
1600020000000,2020-09-13 18:00:00,BNB/USDT,30.2679,30.3797,29.8,29.8732,130880.78,3931573.542,11794
1600023600000,2020-09-13 19:00:00,BNB/USDT,29.8744,30.6453,29.71,30.3749,248449.76,7525027.267,17428
1600027200000,2020-09-13 20:00:00,BNB/USDT,30.3704,31.16,30.047,30.9346,386716.97,11836140.4,19914
1600030800000,2020-09-13 21:00:00,BNB/USDT,30.9457,31.4164,30.5212,30.8779,226917.85,7016095.985,15011
1600034400000,2020-09-13 22:00:00,BNB/USDT,30.8807,31.2187,30.411,31.0138,226356.36,6993477.053,14170
1600038000000,2020-09-13 23:00:00,BNB/USDT,31.0101,31.1657,30.5371,31.1656,258545.5,7981753.252,15329
1600041600000,2020-09-14 0:00:00,BNB/USDT,31.1656,31.1656,29.2865,29.617,381370.59,11428962.96,22141
1600045200000,2020-09-14 1:00:00,BNB/USDT,29.614,29.8193,29,29.8163,285197.26,8382503.07,18369
1600048800000,2020-09-14 2:00:00,BNB/USDT,29.8124,29.9782,29.4639,29.5126,190799.34,5674910.826,13960
1600052400000,2020-09-14 3:00:00,BNB/USDT,29.544,30.54,29.2,30.0174,317016.93,9501489.768,17920
1600056000000,2020-09-14 4:00:00,BNB/USDT,30.005,30.1734,29.7023,30.0714,172920.76,5179111.026,10561
1600059600000,2020-09-14 5:00:00,BNB/USDT,30.0727,30.33,29.8,30.2199,132408.52,3968098.28,7418
1600063200000,2020-09-14 6:00:00,BNB/USDT,30.2055,30.3654,29.7653,29.9777,248606.68,7464698.682,11655
1600066800000,2020-09-14 7:00:00,BNB/USDT,29.9715,30.3763,29.8237,30.271,156794.77,4716943.079,9942
1600070400000,2020-09-14 8:00:00,BNB/USDT,30.2914,31.87,30.0355,31.1096,613952.7,19103043.75,32928
1600074000000,2020-09-14 9:00:00,BNB/USDT,31.1218,32.3,31.0816,32.0259,644718.69,20495787.03,32388
1600077600000,2020-09-14 10:00:00,BNB/USDT,32.0077,32.5463,31.5355,32.4889,515505.65,16516312.07,23517
1600081200000,2020-09-14 11:00:00,BNB/USDT,32.4896,32.988,32.2391,32.7131,451561.76,14770848.4,24217
1600084800000,2020-09-14 12:00:00,BNB/USDT,32.7131,32.8,31.888,32.4667,369930.01,11963674.04,20374
1600088400000,2020-09-14 13:00:00,BNB/USDT,32.4753,32.7444,31.8,31.9254,381694.39,12298520.55,23253
1600092000000,2020-09-14 14:00:00,BNB/USDT,31.9177,32.5858,31.8,32.458,374149.89,12088728.13,20363
1600095600000,2020-09-14 15:00:00,BNB/USDT,32.4491,33.3888,32.3853,33.2652,499798.68,16489205.21,24875
1600099200000,2020-09-14 16:00:00,BNB/USDT,33.2673,33.2992,32.2613,32.4039,519049.26,17071082.36,28399
1600102800000,2020-09-14 17:00:00,BNB/USDT,32.4039,32.492,30.1305,30.617,1105506.72,34284063.89,50848
1600106400000,2020-09-14 18:00:00,BNB/USDT,30.6058,31.2825,30.478,30.9452,396092.77,12211345.89,24001
1600110000000,2020-09-14 19:00:00,BNB/USDT,30.9452,30.9897,30.3701,30.7904,151927.19,4667182.588,13852
1600113600000,2020-09-14 20:00:00,BNB/USDT,30.8049,31.339,30.774,31.065,159895.34,4975650.892,12839
1600117200000,2020-09-14 21:00:00,BNB/USDT,31.0761,31.1897,30.6521,31,124037.85,3836192.902,10920
1600120800000,2020-09-14 22:00:00,BNB/USDT,31,31,30.52,30.6603,150900.17,4639220.997,11026
1600124400000,2020-09-14 23:00:00,BNB/USDT,30.6564,31.4779,29.3366,31.2523,695808.4,21140454.87,36191
1600128000000,2020-09-15 0:00:00,BNB/USDT,31.2546,31.278,30.01,30.5,374352.28,11409121.67,21632
1600131600000,2020-09-15 1:00:00,BNB/USDT,30.4965,30.5269,29.4679,29.6662,418023.297,12466420.82,22623
1600135200000,2020-09-15 2:00:00,BNB/USDT,29.6771,30.3464,29.3996,29.7023,507487.687,15194994.91,25079
1600138800000,2020-09-15 3:00:00,BNB/USDT,29.7186,29.8181,28.5149,29.1761,698284.426,20326686.77,31750
1600142400000,2020-09-15 4:00:00,BNB/USDT,29.194,29.194,27.9697,28.9824,618842.988,17650242.79,32525
1600146000000,2020-09-15 5:00:00,BNB/USDT,28.9824,29.4,28.5601,28.651,424474.109,12337223.38,23371
1600149600000,2020-09-15 6:00:00,BNB/USDT,28.6549,29.0787,28.2403,29.0253,306120.099,8761285.848,22498
1600153200000,2020-09-15 7:00:00,BNB/USDT,29.0218,29.0247,28.2765,28.3928,231106.306,6616095.988,17339
1600156800000,2020-09-15 8:00:00,BNB/USDT,28.4193,29.3075,28.2255,28.7416,705630.065,20233509.67,33404
1600160400000,2020-09-15 9:00:00,BNB/USDT,28.7329,29.6481,28.63,29.6481,272597.831,7932136.582,20074
1600164000000,2020-09-15 10:00:00,BNB/USDT,29.6489,29.6584,28.8783,29.5445,319444.613,9369816.541,18900
1600167600000,2020-09-15 11:00:00,BNB/USDT,29.556,29.7413,28.8541,29.0659,350669.496,10258052.29,20641
1600171200000,2020-09-15 12:00:00,BNB/USDT,29.0646,29.3377,29.03,29.1714,170418.318,4973939.763,14072
1600174800000,2020-09-15 13:00:00,BNB/USDT,29.1701,29.2212,28.67,28.8951,254531.747,7357687.87,17406
1600178400000,2020-09-15 14:00:00,BNB/USDT,28.8851,28.9698,27.55,27.8102,406728.444,11485616.03,24101
1600182000000,2020-09-15 15:00:00,BNB/USDT,27.8102,28.45,27.6813,28.2396,327987.057,9224178.999,23190
1600185600000,2020-09-15 16:00:00,BNB/USDT,28.2396,28.578,28.0685,28.5139,171020.835,4845531.018,17125
1600189200000,2020-09-15 17:00:00,BNB/USDT,28.5215,28.6234,27.7999,28.0182,301493.373,8495829.246,18257
1600192800000,2020-09-15 18:00:00,BNB/USDT,28.0235,28.4127,27.7,27.8785,116501.028,3259239.766,12152
1600196400000,2020-09-15 19:00:00,BNB/USDT,27.8793,28.1888,27.25,27.6433,263190.961,7299162.752,16725
1600200000000,2020-09-15 20:00:00,BNB/USDT,27.6402,27.9432,27.3844,27.4887,148462.633,4104153.188,11595
1600203600000,2020-09-15 21:00:00,BNB/USDT,27.5004,27.6779,27.1809,27.5622,160995.414,4415980.882,10952
1600207200000,2020-09-15 22:00:00,BNB/USDT,27.5635,27.7833,27.1269,27.2287,124450.833,3422959.109,9562
1600210800000,2020-09-15 23:00:00,BNB/USDT,27.2363,27.2857,26.7123,27.1181,258540.806,6988004.264,16291
1600214400000,2020-09-16 0:00:00,BNB/USDT,27.1148,27.2444,25.82,26.1878,491007.076,12945346.79,26897
1600218000000,2020-09-16 1:00:00,BNB/USDT,26.2023,27.25,26.066,27.2149,360317.105,9570649.472,20118
1600221600000,2020-09-16 2:00:00,BNB/USDT,27.2252,27.2396,26.3631,26.8628,204880.604,5476045.802,16103
