unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
1596819600000,2020-08-07 17:00:00,BTC/USDT,11589.08,11629.06,11415,11536.32,6616.353142,76308896.36,93894
1596823200000,2020-08-07 18:00:00,BTC/USDT,11536.98,11537.06,11322,11479.73,6259.959689,71579077.27,81110
1596826800000,2020-08-07 19:00:00,BTC/USDT,11479.73,11523.77,11457.87,11489,2687.120434,30889787.17,49644
1596830400000,2020-08-07 20:00:00,BTC/USDT,11488.9,11589.9,11469.27,11560.44,2476.085479,28605148.88,45274
1596834000000,2020-08-07 21:00:00,BTC/USDT,11560.45,11616.33,11549.81,11597.01,1531.720584,17745888.34,29963
1596837600000,2020-08-07 22:00:00,BTC/USDT,11597.02,11640,11571.04,11580.01,1863.074113,21634650.27,36632
1596841200000,2020-08-07 23:00:00,BTC/USDT,11580.01,11634.53,11553,11594.23,1385.612119,16069814.24,30134
1596844800000,2020-08-08 0:00:00,BTC/USDT,11594.36,11620,11526.68,11598.84,1477.000288,17100945.52,30608
1596848400000,2020-08-08 1:00:00,BTC/USDT,11598.84,11659.18,11593.42,11634.92,1744.739443,20291870.55,31402
1596852000000,2020-08-08 2:00:00,BTC/USDT,11634.93,11647.24,11587.13,11616.46,883.982033,10265489.54,19816
1596855600000,2020-08-08 3:00:00,BTC/USDT,11616.45,11616.89,11531.78,11544.34,1240.316009,14349389.41,23168
1596859200000,2020-08-08 4:00:00,BTC/USDT,11544.35,11582.99,11530.26,11540.02,1158.58107,13393532.42,24180
1596862800000,2020-08-08 5:00:00,BTC/USDT,11540.01,11620.44,11512,11611.33,1503.681948,17401504.05,28309
1596866400000,2020-08-08 6:00:00,BTC/USDT,11611.32,11621.42,11587.77,11595.84,1313.180468,15237467.24,24756
1596870000000,2020-08-08 7:00:00,BTC/USDT,11595.84,11623.23,11571.22,11586.07,1320.532937,15328487.77,23546
1596873600000,2020-08-08 8:00:00,BTC/USDT,11586.08,11606.07,11562.17,11581.02,1076.316039,12466506.9,23780
1596877200000,2020-08-08 9:00:00,BTC/USDT,11581.02,11750,11580.56,11742.15,3169.014213,37034555.11,40571
1596880800000,2020-08-08 10:00:00,BTC/USDT,11742.13,11790,11716.7,11738.55,2367.037311,27818990.54,36639
1596884400000,2020-08-08 11:00:00,BTC/USDT,11738.93,11801.72,11734.35,11775.52,2454.189027,28889671.34,35107
1596888000000,2020-08-08 12:00:00,BTC/USDT,11775.52,11808.27,11751.32,11772.56,1907.678993,22465956.86,32830
1596891600000,2020-08-08 13:00:00,BTC/USDT,11772.52,11778.4,11718.93,11748.27,1753.799935,20600514.64,31301
1596895200000,2020-08-08 14:00:00,BTC/USDT,11748.28,11762.37,11706.39,11733.25,1384.387036,16242015.72,32788
1596898800000,2020-08-08 15:00:00,BTC/USDT,11733.25,11781.47,11728.59,11738.1,1582.380903,18602976.67,34172
1596902400000,2020-08-08 16:00:00,BTC/USDT,11738.39,11759.16,11585,11680.3,3616.047218,42186876.62,60317
1596906000000,2020-08-08 17:00:00,BTC/USDT,11680.3,11709.99,11630,11709.37,1659.099504,19370691.57,32202
1596909600000,2020-08-08 18:00:00,BTC/USDT,11709.33,11712.01,11647.52,11685.31,1575.220534,18398852.59,37074
1596913200000,2020-08-08 19:00:00,BTC/USDT,11685.3,11722,11655.39,11713.42,2059.260317,24075793.16,45407
1596916800000,2020-08-08 20:00:00,BTC/USDT,11713.38,11714.64,11665.2,11707.91,1395.85777,16324794.2,32545
1596920400000,2020-08-08 21:00:00,BTC/USDT,11707.92,11783.69,11706.3,11762.63,1984.378353,23308761.38,35022
1596924000000,2020-08-08 22:00:00,BTC/USDT,11762.64,11772.4,11715.78,11745.13,1418.854506,16669377.1,29071
1596927600000,2020-08-08 23:00:00,BTC/USDT,11745.13,11769.81,11672.6,11761.41,1812.625185,21262243.44,34707
1596931200000,2020-08-09 0:00:00,BTC/USDT,11761.02,11797.11,11744.16,11753.07,2377.553481,27996263.41,47144
1596934800000,2020-08-09 1:00:00,BTC/USDT,11752.99,11763.8,11672,11697.13,1536.057778,17994340.1,37309
1596938400000,2020-08-09 2:00:00,BTC/USDT,11697.13,11734.71,11687.61,11713.02,1161.70425,13608822.97,25866
1596942000000,2020-08-09 3:00:00,BTC/USDT,11713.02,11777,11701.79,11730.52,1077.825738,12658118.9,25562
