unix,date,symbol,open,high,low,close,Volume ETH,Volume USDT,tradecount
1596999600000,2020-08-09 19:00:00,ETH/USDT,390,391.13,388.83,389.48,18512.27831,7219594.924,9869
1597003200000,2020-08-09 20:00:00,ETH/USDT,389.48,392.95,389.48,392.86,16940.56808,6630469.423,9363
1597006800000,2020-08-09 21:00:00,ETH/USDT,392.85,394.3,388.01,389.17,22173.99663,8680655.915,12572
1597010400000,2020-08-09 22:00:00,ETH/USDT,389.17,391.27,387.2,388.81,18398.28317,7156287.34,9812
1597014000000,2020-08-09 23:00:00,ETH/USDT,388.81,390.5,387.28,390.14,13827.73828,5374094.61,8391
1597017600000,2020-08-10 0:00:00,ETH/USDT,390.14,393.33,390.14,391.2,28285.29058,11087080.65,14613
1597021200000,2020-08-10 1:00:00,ETH/USDT,391.21,395.17,390.4,394.8,28291.1626,11101243.82,15401
1597024800000,2020-08-10 2:00:00,ETH/USDT,394.74,398.37,394.17,396.19,82639.75203,32764167.84,41163
1597028400000,2020-08-10 3:00:00,ETH/USDT,396.2,398,392.99,397.17,44798.85934,17758632.78,21764
1597032000000,2020-08-10 4:00:00,ETH/USDT,397.18,399.18,395.15,395.84,46149.88341,18328613.84,19931
1597035600000,2020-08-10 5:00:00,ETH/USDT,395.83,396.49,393.02,394.68,49620.66635,19591373.47,16627
1597039200000,2020-08-10 6:00:00,ETH/USDT,394.66,396.44,393.8,396.36,23478.89723,9286072.156,11257
1597042800000,2020-08-10 7:00:00,ETH/USDT,396.37,396.65,394.45,395.02,25699.99234,10164339.53,13752
1597046400000,2020-08-10 8:00:00,ETH/USDT,395.04,396.6,394.5,395.33,28947.5439,11458173.31,13646
1597050000000,2020-08-10 9:00:00,ETH/USDT,395.32,395.67,393.44,394.3,30547.59154,12054038.58,13100
1597053600000,2020-08-10 10:00:00,ETH/USDT,394.3,395.49,385.13,389.93,72712.51292,28379025.76,32682
1597057200000,2020-08-10 11:00:00,ETH/USDT,389.93,392.45,389.85,391.02,27518.83144,10769764.94,13230
1597060800000,2020-08-10 12:00:00,ETH/USDT,391.01,395,390.33,394.61,36306.57763,14261791.18,18061
1597064400000,2020-08-10 13:00:00,ETH/USDT,394.62,396,393.65,395.9,32413.08246,12796235.11,15570
1597068000000,2020-08-10 14:00:00,ETH/USDT,395.91,396.87,394.03,394.11,28907.48756,11433533.53,13690
1597071600000,2020-08-10 15:00:00,ETH/USDT,394.11,397,391.8,396.79,34238.07115,13518654.19,16102
1597075200000,2020-08-10 16:00:00,ETH/USDT,396.78,397.64,393,394.13,41359.05699,16365992.66,19844
1597078800000,2020-08-10 17:00:00,ETH/USDT,394.16,397.4,393.77,397.13,36841.19716,14571265.81,16344
1597082400000,2020-08-10 18:00:00,ETH/USDT,397.14,398.6,395.38,395.44,35656.62917,14156419.45,16870
1597086000000,2020-08-10 19:00:00,ETH/USDT,395.44,397.1,394.34,395.55,20136.03545,7968874.003,11570
1597089600000,2020-08-10 20:00:00,ETH/USDT,395.57,396.73,392.68,394.71,24729.85152,9768850.525,12950
1597093200000,2020-08-10 21:00:00,ETH/USDT,394.71,395.11,391.56,393.53,14508.71878,5707009.608,8982
1597096800000,2020-08-10 22:00:00,ETH/USDT,393.5,395.28,391.67,394.7,17553.8123,6911444.501,9379
1597100400000,2020-08-10 23:00:00,ETH/USDT,394.71,395.81,393.19,395.44,15628.40248,6169837.651,8595
1597104000000,2020-08-11 0:00:00,ETH/USDT,395.43,396.46,393.57,395.38,20423.98014,8066124.015,11522
1597107600000,2020-08-11 1:00:00,ETH/USDT,395.38,397.63,394.9,397.14,30126.84165,11950710.19,13574
1597111200000,2020-08-11 2:00:00,ETH/USDT,397.11,398.21,395.9,395.94,27225.68678,10815708.52,13186
1597114800000,2020-08-11 3:00:00,ETH/USDT,395.94,397,392.7,394.17,31700.55154,12524096.73,16065
1597118400000,2020-08-11 4:00:00,ETH/USDT,394.17,396.35,393.33,394.73,19471.7091,7685641.994,10599
1597122000000,2020-08-11 5:00:00,ETH/USDT,394.73,395.55,392.7,395.1,21264.94989,8386078.727,10079
1597125600000,2020-08-11 6:00:00,ETH/USDT,395.1,395.1,390.45,391.79,43601.70056,17103395.77,18395
1597129200000,2020-08-11 7:00:00,ETH/USDT,391.78,392.84,388.68,390.98,34177.71289,13355131.97,16500
1597132800000,2020-08-11 8:00:00,ETH/USDT,390.98,392.4,388.68,389.29,30033.63917,11724508.97,15945
1597136400000,2020-08-11 9:00:00,ETH/USDT,389.28,391.76,388.75,389.57,23494.65083,9177318.447,13400
1597140000000,2020-08-11 10:00:00,ETH/USDT,389.57,391.5,387.41,390.67,33565.17891,13077988.78,15876
1597143600000,2020-08-11 11:00:00,ETH/USDT,390.68,392.31,389.98,391.49,22824.55157,8925157.902,11387
1597147200000,2020-08-11 12:00:00,ETH/USDT,391.46,391.46,386.5,386.9,42187.58081,16397467.15,17635
1597150800000,2020-08-11 13:00:00,ETH/USDT,386.9,389.6,382.6,388.96,103283.048,39832990.22,39754
1597154400000,2020-08-11 14:00:00,ETH/USDT,388.95,389.13,384.35,385.6,35440.46108,13689437.21,16807
1597158000000,2020-08-11 15:00:00,ETH/USDT,385.6,386.15,377.4,382.28,85032.67533,32536293.83,34537
1597161600000,2020-08-11 16:00:00,ETH/USDT,382.26,385.04,376.24,384.79,74962.15396,28577388.31,34897
1597165200000,2020-08-11 17:00:00,ETH/USDT,384.82,386.56,382.03,385.72,35512.2735,13652102.84,16946
