unix,date,symbol,open,high,low,close,Volume XRP,Volume USDT,tradecount
1596963600000,2020-08-09 9:00:00,XRP/USDT,0.29296,0.29346,0.2885,0.29048,9021787.5,2626302.834,5876
1596967200000,2020-08-09 10:00:00,XRP/USDT,0.2905,0.29154,0.2897,0.29136,6616213.1,1924041.096,5016
1596970800000,2020-08-09 11:00:00,XRP/USDT,0.29134,0.29259,0.29108,0.29216,5315412,1552500.961,3989
1596974400000,2020-08-09 12:00:00,XRP/USDT,0.29216,0.29221,0.28668,0.28905,12433761.4,3595489.354,8391
1596978000000,2020-08-09 13:00:00,XRP/USDT,0.28905,0.28999,0.28703,0.28797,7507700,2168026.615,5581
1596981600000,2020-08-09 14:00:00,XRP/USDT,0.28801,0.28887,0.283,0.28381,19256315.7,5494504.422,10421
1596985200000,2020-08-09 15:00:00,XRP/USDT,0.28379,0.28635,0.28215,0.28483,14968203.1,4258677.261,7778
1596988800000,2020-08-09 16:00:00,XRP/USDT,0.28488,0.28897,0.28471,0.28569,12396845.1,3557897.704,7041
1596992400000,2020-08-09 17:00:00,XRP/USDT,0.28573,0.28603,0.28238,0.28327,9723371.9,2765387.662,6034
1596996000000,2020-08-09 18:00:00,XRP/USDT,0.28332,0.28741,0.28331,0.28741,7122103.8,2031922.593,4565
1596999600000,2020-08-09 19:00:00,XRP/USDT,0.28741,0.2883,0.28684,0.28796,6601921.8,1898442.716,4394
1597003200000,2020-08-09 20:00:00,XRP/USDT,0.28796,0.289,0.28683,0.28894,5639296.3,1623645.079,3916
1597006800000,2020-08-09 21:00:00,XRP/USDT,0.28895,0.29012,0.28847,0.29007,6665898.6,1929248.68,4912
1597010400000,2020-08-09 22:00:00,XRP/USDT,0.29009,0.29011,0.28757,0.28883,6165954,1780044.12,3554
1597014000000,2020-08-09 23:00:00,XRP/USDT,0.28883,0.28883,0.2871,0.2879,6443742.1,1854922.647,3376
1597017600000,2020-08-10 0:00:00,XRP/USDT,0.28792,0.28981,0.28791,0.28899,10247302,2959681.981,4901
1597021200000,2020-08-10 1:00:00,XRP/USDT,0.28898,0.29245,0.2885,0.29169,13758112.2,3993864.553,6959
1597024800000,2020-08-10 2:00:00,XRP/USDT,0.29171,0.29526,0.29171,0.29451,25836852.8,7601234.156,13151
1597028400000,2020-08-10 3:00:00,XRP/USDT,0.29452,0.29531,0.29334,0.2946,11936397,3512200.738,5947
1597032000000,2020-08-10 4:00:00,XRP/USDT,0.2946,0.29548,0.29216,0.29228,12029654.2,3535789.551,6138
1597035600000,2020-08-10 5:00:00,XRP/USDT,0.29228,0.29483,0.29228,0.2946,12952585,3800841.363,5838
1597039200000,2020-08-10 6:00:00,XRP/USDT,0.29459,0.2991,0.29421,0.29897,17492428.5,5179822.845,8218
1597042800000,2020-08-10 7:00:00,XRP/USDT,0.29898,0.30008,0.29641,0.29717,20523330.1,6120279.643,9248
1597046400000,2020-08-10 8:00:00,XRP/USDT,0.29722,0.2988,0.29642,0.29698,13483700.4,4012411.992,6849
1597050000000,2020-08-10 9:00:00,XRP/USDT,0.297,0.29722,0.29456,0.29529,12779196.6,3785744.653,6125
1597053600000,2020-08-10 10:00:00,XRP/USDT,0.29529,0.2972,0.28301,0.29062,46463131,13530610.98,19086
1597057200000,2020-08-10 11:00:00,XRP/USDT,0.29063,0.29185,0.29,0.29176,14468326.6,4212407.86,6629
1597060800000,2020-08-10 12:00:00,XRP/USDT,0.29176,0.29604,0.2914,0.29462,17480179.3,5138278.006,8425
1597064400000,2020-08-10 13:00:00,XRP/USDT,0.2946,0.29599,0.29366,0.29492,10881868.8,3207140.162,6238
1597068000000,2020-08-10 14:00:00,XRP/USDT,0.29494,0.296,0.2939,0.29418,11408297.6,3363176.784,6117
1597071600000,2020-08-10 15:00:00,XRP/USDT,0.29418,0.29559,0.29204,0.29546,15139083.8,4456084.504,6836
1597075200000,2020-08-10 16:00:00,XRP/USDT,0.29545,0.29608,0.29356,0.29462,17885410.7,5273474.463,7683
1597078800000,2020-08-10 17:00:00,XRP/USDT,0.29462,0.2949,0.2928,0.29446,12258967.8,3603774.337,5463
1597082400000,2020-08-10 18:00:00,XRP/USDT,0.29445,0.29571,0.29413,0.29456,9996042.4,2948738.873,4728
1597086000000,2020-08-10 19:00:00,XRP/USDT,0.29456,0.29556,0.29376,0.29453,10725009.6,3160521.761,4756
1597089600000,2020-08-10 20:00:00,XRP/USDT,0.29453,0.2977,0.29319,0.29457,19476133.9,5758246.153,9579
