unix,date,symbol,open,high,low,close,Volume XRP,Volume USDT,tradecount
1531612800000,2018-07-15 0:00:00,XRP/USDT,0.43864,0.45004,0.43509,0.44681,33882949.8,15040196.54,16126
1531699200000,2018-07-16 0:00:00,XRP/USDT,0.44695,0.4858,0.4435,0.48173,41419524.1,19088386.24,26379
1531785600000,2018-07-17 0:00:00,XRP/USDT,0.48173,0.52019,0.4665,0.50728,48166296.2,23548100.52,32812
1531872000000,2018-07-18 0:00:00,XRP/USDT,0.50651,0.52525,0.4752,0.48868,48747453.6,24610955.77,37079
1531958400000,2018-07-19 0:00:00,XRP/USDT,0.48869,0.495,0.47125,0.47687,36600560,17630279.61,23113
1532044800000,2018-07-20 0:00:00,XRP/USDT,0.47703,0.4773,0.431,0.44439,40745516.2,18539211.49,27061
1532131200000,2018-07-21 0:00:00,XRP/USDT,0.4444,0.459,0.4346,0.45506,28483991.4,12866104.78,17507
1532217600000,2018-07-22 0:00:00,XRP/USDT,0.45467,0.46409,0.44589,0.44859,32232347.2,14665477.9,17774
1532304000000,2018-07-23 0:00:00,XRP/USDT,0.44859,0.46371,0.44212,0.44499,30316389.9,13697250.55,18532
1532390400000,2018-07-24 0:00:00,XRP/USDT,0.4452,0.4715,0.438,0.45885,43532211.2,19790934.55,28932
1532476800000,2018-07-25 0:00:00,XRP/USDT,0.45741,0.46878,0.45153,0.4598,42650288.4,19640124.68,25272
1532563200000,2018-07-26 0:00:00,XRP/USDT,0.45983,0.46887,0.44538,0.44968,38041528.4,17513597.4,23172
1532649600000,2018-07-27 0:00:00,XRP/USDT,0.44878,0.462,0.444,0.4555,35252979.8,15945776.4,20570
1532736000000,2018-07-28 0:00:00,XRP/USDT,0.4555,0.45887,0.44803,0.45641,27843347.3,12621424.42,15477
1532822400000,2018-07-29 0:00:00,XRP/USDT,0.45643,0.45849,0.45,0.45315,31188705.5,14129680.2,14882
1532908800000,2018-07-30 0:00:00,XRP/USDT,0.45315,0.45621,0.43382,0.44534,32141597.9,14421158.75,17834
1532995200000,2018-07-31 0:00:00,XRP/USDT,0.44616,0.44641,0.4268,0.4353,31785092.6,13868351.21,18444
1533081600000,2018-08-01 0:00:00,XRP/USDT,0.4353,0.46382,0.42671,0.44642,39833478.3,17676468.23,26220
1533168000000,2018-08-02 0:00:00,XRP/USDT,0.44673,0.44888,0.42849,0.42975,33396468.1,14590469.47,17967
1533254400000,2018-08-03 0:00:00,XRP/USDT,0.43021,0.44619,0.4253,0.44033,44748261.2,19595686.14,23415
1533340800000,2018-08-04 0:00:00,XRP/USDT,0.44097,0.445,0.42741,0.42985,35095397.5,15286746.08,17878
1533427200000,2018-08-05 0:00:00,XRP/USDT,0.42984,0.43705,0.42705,0.4345,34962084.2,15070456.19,15634
1533513600000,2018-08-06 0:00:00,XRP/USDT,0.43437,0.43699,0.40127,0.4129,40578992.9,17175993.75,22947
1533600000000,2018-08-07 0:00:00,XRP/USDT,0.41328,0.41567,0.37387,0.37863,41157252.56,16510797.07,28999
1533686400000,2018-08-08 0:00:00,XRP/USDT,0.37863,0.37863,0.31928,0.33171,72393008.15,24880674.07,43751
1533772800000,2018-08-09 0:00:00,XRP/USDT,0.33197,0.35799,0.328,0.3441,51832840.7,17804650.76,35793
1533859200000,2018-08-10 0:00:00,XRP/USDT,0.3441,0.34689,0.31236,0.31897,39269097.2,13024070.35,26036
1533945600000,2018-08-11 0:00:00,XRP/USDT,0.31897,0.32008,0.2874,0.29784,48724318.7,14620533.31,31688
1534032000000,2018-08-12 0:00:00,XRP/USDT,0.29708,0.30938,0.29401,0.29547,35382260.6,10652732.36,22096
1534118400000,2018-08-13 0:00:00,XRP/USDT,0.29575,0.309,0.27127,0.2743,43767335.34,12811612.47,26230
1534204800000,2018-08-14 0:00:00,XRP/USDT,0.2743,0.27732,0.24672,0.2725,56101899,14596261.07,33635
1534291200000,2018-08-15 0:00:00,XRP/USDT,0.2728,0.30234,0.2728,0.28039,72676585.2,20916400.04,46747
1534377600000,2018-08-16 0:00:00,XRP/USDT,0.28,0.30184,0.2755,0.29142,46325561.5,13404983.21,27218
1534464000000,2018-08-17 0:00:00,XRP/USDT,0.29161,0.37506,0.29085,0.3672,84683658.1,27589694.27,52662
1534550400000,2018-08-18 0:00:00,XRP/USDT,0.36721,0.37,0.31039,0.32829,80106581.6,26958940.37,47049
1534636800000,2018-08-19 0:00:00,XRP/USDT,0.32848,0.35281,0.316,0.34201,63806323.3,21565062.24,35020
1534723200000,2018-08-20 0:00:00,XRP/USDT,0.34201,0.35095,0.3128,0.31499,52378768,17505459.18,31552
1534809600000,2018-08-21 0:00:00,XRP/USDT,0.315,0.33799,0.31302,0.33339,43866930.8,14398361.07,25584
1534896000000,2018-08-22 0:00:00,XRP/USDT,0.33398,0.35499,0.31039,0.3185,65706077.8,21938243.86,37654
1534982400000,2018-08-23 0:00:00,XRP/USDT,0.31849,0.32958,0.31306,0.3263,44849401.1,14416872.01,25117
1535068800000,2018-08-24 0:00:00,XRP/USDT,0.3263,0.329,0.31577,0.32646,43010739.1,13888483.05,23872
1535155200000,2018-08-25 0:00:00,XRP/USDT,0.32647,0.332,0.3216,0.32702,36349187.2,11877020.75,19914
1535241600000,2018-08-26 0:00:00,XRP/USDT,0.32759,0.32912,0.318,0.32276,33496561.2,10820831.33,17944
1535328000000,2018-08-27 0:00:00,XRP/USDT,0.32277,0.34062,0.32145,0.33901,50870196.2,16729938.74,27370
1535414400000,2018-08-28 0:00:00,XRP/USDT,0.339,0.35809,0.33423,0.35128,63583203.6,22005126.05,37204
1535500800000,2018-08-29 0:00:00,XRP/USDT,0.35067,0.3556,0.33361,0.34494,55136625.6,19087594.05,35052
1535587200000,2018-08-30 0:00:00,XRP/USDT,0.34494,0.3466,0.32252,0.33518,43887997.7,14597560.17,28767
1535673600000,2018-08-31 0:00:00,XRP/USDT,0.3347,0.349,0.32728,0.3353,36467734.8,12146264.69,25134
1535760000000,2018-09-01 0:00:00,XRP/USDT,0.3353,0.35517,0.33476,0.34699,49527170.3,17041317.67,29880
1535846400000,2018-09-02 0:00:00,XRP/USDT,0.34698,0.34918,0.33,0.34253,41314287.1,14133280.03,27346
1535932800000,2018-09-03 0:00:00,XRP/USDT,0.34237,0.34387,0.333,0.33493,34536040.9,11646480.84,20604
1536019200000,2018-09-04 0:00:00,XRP/USDT,0.33491,0.34157,0.32819,0.33116,42441830.5,14216452.8,28147
1536105600000,2018-09-05 0:00:00,XRP/USDT,0.33116,0.334,0.2772,0.27889,67385077.8,20531186.78,44268
1536192000000,2018-09-06 0:00:00,XRP/USDT,0.27899,0.307,0.2676,0.30179,71823322.1,20773885.74,43031
1536278400000,2018-09-07 0:00:00,XRP/USDT,0.30182,0.30445,0.28092,0.2869,48139492.1,14113813.71,27913
1536364800000,2018-09-08 0:00:00,XRP/USDT,0.28686,0.294,0.26891,0.27679,41246183.1,11708609.98,22777
1536451200000,2018-09-09 0:00:00,XRP/USDT,0.27665,0.2908,0.27,0.2766,39852343.2,11184746.95,22591
1536537600000,2018-09-10 0:00:00,XRP/USDT,0.27699,0.28263,0.259,0.27,46733069.5,12644195.51,24307
1536624000000,2018-09-11 0:00:00,XRP/USDT,0.27,0.276,0.25261,0.26314,50280138.4,13240950.11,25846
1536710400000,2018-09-12 0:00:00,XRP/USDT,0.26349,0.27413,0.25308,0.2699,46434334.2,12188060.33,27096
1536796800000,2018-09-13 0:00:00,XRP/USDT,0.26959,0.28641,0.2676,0.27933,59569126.9,16495197.6,32253
1536883200000,2018-09-14 0:00:00,XRP/USDT,0.27892,0.2867,0.27138,0.27571,46466958.6,12953940.13,25499
1536969600000,2018-09-15 0:00:00,XRP/USDT,0.2761,0.28489,0.27533,0.28031,33938106.1,9518765.102,17204
1537056000000,2018-09-16 0:00:00,XRP/USDT,0.2803,0.28229,0.27351,0.28122,32576561.4,9086763.535,17859
1537142400000,2018-09-17 0:00:00,XRP/USDT,0.28122,0.28373,0.26662,0.2706,48278145.2,13290945.92,24607
1537228800000,2018-09-18 0:00:00,XRP/USDT,0.2706,0.337,0.269,0.31897,161707328.6,50292944.44,78869
1537315200000,2018-09-19 0:00:00,XRP/USDT,0.31898,0.337,0.3109,0.32679,104736271.2,33882388.9,51251
1537401600000,2018-09-20 0:00:00,XRP/USDT,0.32718,0.492,0.32103,0.44819,273416987.8,109122045.1,140593
1537488000000,2018-09-21 0:00:00,XRP/USDT,0.44877,0.8,0.4185,0.56405,699259999.1,395455074.8,410141
1537574400000,2018-09-22 0:00:00,XRP/USDT,0.56399,0.63,0.49094,0.57368,384055321.9,216942129.6,220021
1537660800000,2018-09-23 0:00:00,XRP/USDT,0.57249,0.59975,0.55501,0.5719,176776991.6,101737621.9,98848
1537747200000,2018-09-24 0:00:00,XRP/USDT,0.5719,0.5831,0.48256,0.49358,220968527.3,117393707.8,126716
1537833600000,2018-09-25 0:00:00,XRP/USDT,0.49235,0.549,0.43558,0.5256,381527240.4,180801292.1,190435
1537920000000,2018-09-26 0:00:00,XRP/USDT,0.52633,0.57299,0.48364,0.513,418985950.3,221539769.8,232712
1538006400000,2018-09-27 0:00:00,XRP/USDT,0.51343,0.555,0.50578,0.54305,195704174.8,103926811.6,117620
1538092800000,2018-09-28 0:00:00,XRP/USDT,0.54305,0.55,0.51624,0.54025,169084867.6,90519036.61,100050
1538179200000,2018-09-29 0:00:00,XRP/USDT,0.54026,0.5968,0.52505,0.56876,216560342.7,121708052.3,114772
1538265600000,2018-09-30 0:00:00,XRP/USDT,0.56875,0.62604,0.55744,0.58257,249779723.5,147310824.2,138712
1538352000000,2018-10-01 0:00:00,XRP/USDT,0.58257,0.6059,0.532,0.5776,268385710.5,153441259,157725
1538438400000,2018-10-02 0:00:00,XRP/USDT,0.57734,0.58038,0.515,0.51692,162916775.7,90278192.04,103186
1538524800000,2018-10-03 0:00:00,XRP/USDT,0.51692,0.5388,0.50785,0.5293,170746863.2,89419690.11,102025
1538611200000,2018-10-04 0:00:00,XRP/USDT,0.52982,0.54999,0.5257,0.5294,121125329.6,65086638.53,68453
1538697600000,2018-10-05 0:00:00,XRP/USDT,0.52921,0.53331,0.51031,0.5211,101220917.6,52684486.18,62811
1538784000000,2018-10-06 0:00:00,XRP/USDT,0.52098,0.5226,0.46859,0.48964,141936655.1,70038792.16,79527
1538870400000,2018-10-07 0:00:00,XRP/USDT,0.4893,0.49149,0.46666,0.48269,98985658.4,47221735.88,54514
1538956800000,2018-10-08 0:00:00,XRP/USDT,0.4826,0.50449,0.47824,0.49335,119530087.1,58662978.51,63907
1539043200000,2018-10-09 0:00:00,XRP/USDT,0.49302,0.49387,0.47108,0.48199,87513820.2,42189815.07,46959
1539129600000,2018-10-10 0:00:00,XRP/USDT,0.48171,0.48171,0.46066,0.46605,87026618.7,40924381.51,47831
1539216000000,2018-10-11 0:00:00,XRP/USDT,0.46632,0.46632,0.37713,0.38315,214466238.8,88997910.79,112771
1539302400000,2018-10-12 0:00:00,XRP/USDT,0.38319,0.44953,0.37685,0.42071,182232226.9,76885040.55,97604
1539388800000,2018-10-13 0:00:00,XRP/USDT,0.42071,0.432,0.417,0.4227,73115932,30906424.4,38313
1539475200000,2018-10-14 0:00:00,XRP/USDT,0.42259,0.43057,0.40321,0.40994,82556004.2,34881006.75,40584
1539561600000,2018-10-15 0:00:00,XRP/USDT,0.40951,0.52179,0.39771,0.46168,287232730,132802904.8,145064
1539648000000,2018-10-16 0:00:00,XRP/USDT,0.46183,0.48896,0.45554,0.48352,126629832.4,59718125.93,73496
1539734400000,2018-10-17 0:00:00,XRP/USDT,0.48352,0.49818,0.47201,0.48437,110247010.2,53342652.05,63293
1539820800000,2018-10-18 0:00:00,XRP/USDT,0.48383,0.49408,0.456,0.4675,98622485.8,46871048.16,57549
1539907200000,2018-10-19 0:00:00,XRP/USDT,0.46848,0.473,0.458,0.46077,54642245.2,25322985.79,30723
1539993600000,2018-10-20 0:00:00,XRP/USDT,0.46103,0.47293,0.45633,0.46788,62948221.8,29410276.42,36228
1540080000000,2018-10-21 0:00:00,XRP/USDT,0.46772,0.47476,0.4635,0.46458,48975343.9,22991998.33,27796
1540166400000,2018-10-22 0:00:00,XRP/USDT,0.46458,0.46901,0.45475,0.46192,41455391.5,19174006.38,34288
1540252800000,2018-10-23 0:00:00,XRP/USDT,0.46163,0.48649,0.444,0.47006,58195282.8,26921368.91,49333
1540339200000,2018-10-24 0:00:00,XRP/USDT,0.47005,0.478,0.46,0.46402,36421466.1,17124032.95,27432
1540425600000,2018-10-25 0:00:00,XRP/USDT,0.46401,0.4731,0.45688,0.46351,34586029.5,16056625.65,25920
1540512000000,2018-10-26 0:00:00,XRP/USDT,0.46351,0.471,0.45923,0.46657,38006244.6,17679448.15,24187
1540598400000,2018-10-27 0:00:00,XRP/USDT,0.46657,0.4681,0.4576,0.46012,35912703,16602118.65,21200
1540684800000,2018-10-28 0:00:00,XRP/USDT,0.4601,0.46695,0.458,0.46472,36212879.3,16701624.47,18212
1540771200000,2018-10-29 0:00:00,XRP/USDT,0.46483,0.46516,0.4343,0.44506,48934076.3,21992327.25,31507
1540857600000,2018-10-30 0:00:00,XRP/USDT,0.44554,0.455,0.444,0.44749,28201734.6,12642203.42,19797
1540944000000,2018-10-31 0:00:00,XRP/USDT,0.44734,0.46097,0.4375,0.45418,34928585.5,15682781.88,24072
1541030400000,2018-11-01 0:00:00,XRP/USDT,0.45418,0.462,0.4485,0.46141,28279669.6,12870451.82,18865
1541116800000,2018-11-02 0:00:00,XRP/USDT,0.46137,0.46899,0.45901,0.463,35704076.7,16544229.86,23077
1541203200000,2018-11-03 0:00:00,XRP/USDT,0.46281,0.46449,0.45433,0.45713,28318009.2,12982479.37,16664
1541289600000,2018-11-04 0:00:00,XRP/USDT,0.45706,0.47959,0.44955,0.46999,50696119.7,23552335.66,34635
1541376000000,2018-11-05 0:00:00,XRP/USDT,0.46999,0.50644,0.461,0.5022,76939385.1,37157243.65,51511
1541462400000,2018-11-06 0:00:00,XRP/USDT,0.5022,0.56878,0.50053,0.55523,165152551.2,88002414.59,124811
1541548800000,2018-11-07 0:00:00,XRP/USDT,0.5546,0.5555,0.52751,0.5409,83021151,44669952.84,60477
1541635200000,2018-11-08 0:00:00,XRP/USDT,0.5409,0.5468,0.492,0.49694,91511954.5,47140761.34,66746
1541721600000,2018-11-09 0:00:00,XRP/USDT,0.49713,0.5227,0.496,0.5044,61996751.7,31436298.02,46795
1541808000000,2018-11-10 0:00:00,XRP/USDT,0.50463,0.51748,0.5027,0.50956,33178374.5,16924543.91,27480
1541894400000,2018-11-11 0:00:00,XRP/USDT,0.50941,0.51233,0.49764,0.51019,28362231.8,14359756.77,21970
1541980800000,2018-11-12 0:00:00,XRP/USDT,0.51018,0.53499,0.50521,0.5245,51147716.5,26656295.26,40657
1542067200000,2018-11-13 0:00:00,XRP/USDT,0.52403,0.53464,0.51111,0.51736,66199009.7,34723582.97,52170
1542153600000,2018-11-14 0:00:00,XRP/USDT,0.51817,0.52012,0.422,0.4846,158164446.3,74598758.62,105991
1542240000000,2018-11-15 0:00:00,XRP/USDT,0.48461,0.4947,0.4311,0.48931,176221131,82146492.14,122599
1542326400000,2018-11-16 0:00:00,XRP/USDT,0.48931,0.49568,0.46382,0.47765,114883969.7,54906996.35,80023
1542412800000,2018-11-17 0:00:00,XRP/USDT,0.47805,0.505,0.46939,0.49813,95437797.3,46418055.3,66323
1542499200000,2018-11-18 0:00:00,XRP/USDT,0.49815,0.532,0.49537,0.51611,133560299.2,68787303.16,96328
1542585600000,2018-11-19 0:00:00,XRP/USDT,0.51608,0.51695,0.4645,0.4825,245733373.5,120441930.5,157260
1542672000000,2018-11-20 0:00:00,XRP/USDT,0.48235,0.50865,0.4095,0.44285,325286452.6,150503910.8,221361
1542758400000,2018-11-21 0:00:00,XRP/USDT,0.44285,0.46947,0.41933,0.45367,189645261.1,84499550.42,123793
1542844800000,2018-11-22 0:00:00,XRP/USDT,0.45345,0.45785,0.424,0.42831,91671173.8,40666439.24,64541
1542931200000,2018-11-23 0:00:00,XRP/USDT,0.42766,0.44376,0.39674,0.41447,161040318.2,66739393.24,104172
1543017600000,2018-11-24 0:00:00,XRP/USDT,0.41461,0.42878,0.37001,0.37982,160389596,64453203.55,99431
1543104000000,2018-11-25 0:00:00,XRP/USDT,0.37977,0.39639,0.32802,0.382,322162714.6,115190759.7,175085
1543190400000,2018-11-26 0:00:00,XRP/USDT,0.38186,0.39999,0.34625,0.36354,267557884.2,99598875.41,145831
1543276800000,2018-11-27 0:00:00,XRP/USDT,0.3634,0.376,0.34634,0.365,149919921.1,53689154.84,87519
1543363200000,2018-11-28 0:00:00,XRP/USDT,0.36476,0.40319,0.36476,0.39203,157732401,60683360.71,91369
1543449600000,2018-11-29 0:00:00,XRP/USDT,0.3922,0.395,0.37072,0.38149,106959084.6,40905765.74,75894
1543536000000,2018-11-30 0:00:00,XRP/USDT,0.38148,0.38331,0.355,0.36466,82213339.6,30275595.93,56516
1543622400000,2018-12-01 0:00:00,XRP/USDT,0.36492,0.379,0.35617,0.37205,58583664.8,21666243.08,49368
1543708800000,2018-12-02 0:00:00,XRP/USDT,0.372,0.3799,0.366,0.36963,43193884.2,16049727.05,36328
1543795200000,2018-12-03 0:00:00,XRP/USDT,0.36974,0.371,0.34553,0.34827,57538980.4,20563351.66,43290
1543881600000,2018-12-04 0:00:00,XRP/USDT,0.34827,0.36255,0.33913,0.35231,59867337.7,21146929.52,49309
1543968000000,2018-12-05 0:00:00,XRP/USDT,0.35235,0.361,0.338,0.3395,56281559.4,19480367.08,41717
1544054400000,2018-12-06 0:00:00,XRP/USDT,0.33906,0.3455,0.30671,0.30919,83574815,27575889.96,58042
1544140800000,2018-12-07 0:00:00,XRP/USDT,0.30959,0.312,0.2865,0.30114,128448766.2,38612235.21,87129
1544227200000,2018-12-08 0:00:00,XRP/USDT,0.30114,0.325,0.29117,0.30247,91555422.9,27867470.99,63846
1544313600000,2018-12-09 0:00:00,XRP/USDT,0.30247,0.31965,0.2983,0.30914,63609809.9,19615781.38,44521
1544400000000,2018-12-10 0:00:00,XRP/USDT,0.30944,0.31377,0.29424,0.29956,59077810.9,17855538.98,42343
1544486400000,2018-12-11 0:00:00,XRP/USDT,0.2995,0.31,0.29396,0.29904,52196740,15657313.11,39647
1544572800000,2018-12-12 0:00:00,XRP/USDT,0.29905,0.31064,0.2971,0.30463,48158835.8,14652586.09,37265
1544659200000,2018-12-13 0:00:00,XRP/USDT,0.30463,0.30569,0.29558,0.29934,42978785,12946520.97,31266
1544745600000,2018-12-14 0:00:00,XRP/USDT,0.29916,0.3008,0.28312,0.28816,47556494.8,13894996.77,38394
1544832000000,2018-12-15 0:00:00,XRP/USDT,0.28803,0.29149,0.2805,0.28422,38261672.5,10918212.33,33453
1544918400000,2018-12-16 0:00:00,XRP/USDT,0.28421,0.2954,0.28312,0.28669,43951184.1,12725450.07,35222
