timestamp,datetime,USDT,open,high,low,close,volume
1607443860,2020-12-08 21:41:00,18778.85,18783.95,18774.92,18776.69,111.39,2091632.77
1607443920,2020-12-08 21:42:00,18776.69,18794.4,18768.02,18770,213.23,4005401.59
1607443980,2020-12-08 21:43:00,18770,18775.54,18758.72,18761.75,128.95,2420091.35
